2.000000	0.999770
1.990000	0.999810
1.980000	0.999847
1.970000	0.999881
1.960000	0.999910
1.950000	0.999936
1.940000	0.999958
1.930000	0.999974
1.920000	0.999984
1.910000	0.999988
1.900000	0.999985
1.890000	0.999975
1.880000	0.999956
1.870000	0.999931
1.860000	0.999897
1.850000	0.999853
1.840000	0.999802
1.830000	0.999739
1.820000	0.999669
1.810000	0.999590
1.800000	0.999501
1.790000	0.999404
1.780000	0.999295
1.770000	0.999181
1.760000	0.999057
1.750000	0.998925
1.740000	0.998786
1.730000	0.998639
1.720000	0.998489
1.710000	0.998331
1.700000	0.998169
1.690000	0.998007
1.680000	0.997837
1.670000	0.997667
1.660000	0.997500
1.650000	0.997331
1.640000	0.997162
1.630000	0.996996
1.620000	0.996837
1.610000	0.996684
1.600000	0.996535
1.590000	0.996392
1.580000	0.996257
1.570000	0.996131
1.560000	0.996016
1.550000	0.995910
1.540000	0.995815
1.530000	0.995732
1.520000	0.995659
1.510000	0.995598
1.500000	0.995548
1.490000	0.995506
1.480000	0.995473
1.470000	0.995450
1.460000	0.995437
1.450000	0.995430
1.440000	0.995424
1.430000	0.995423
1.420000	0.995422
1.410000	0.995418
1.400000	0.995409
1.390000	0.995391
1.380000	0.995362
1.370000	0.995315
1.360000	0.995246
1.350000	0.995151
1.340000	0.995023
1.330000	0.994850
1.320000	0.994628
1.310000	0.994343
1.300000	0.993985
1.290000	0.993532
1.280000	0.992966
1.270000	0.992262
1.260000	0.991388
1.250000	0.990306
1.240000	0.988969
1.230000	0.987320
1.220000	0.985286
1.210000	0.982780
1.200000	0.979699
1.190000	0.975919
1.180000	0.971289
1.170000	0.965634
1.160000	0.958754
1.150000	0.950414
1.140000	0.940360
1.130000	0.928298
1.120000	0.913929
1.110000	0.896957
1.100000	0.877066
1.090000	0.854000
1.080000	0.827540
1.070000	0.797566
1.060000	0.764064
1.050000	0.727174
1.040000	0.687170
1.030000	0.644514
1.020000	0.599810
1.010000	0.553769
1.000000	0.507190
0.990000	0.460886
0.980000	0.415641
0.970000	0.372151
0.960000	0.330991
0.950000	0.292595
0.940000	0.257245
0.930000	0.225085
0.920000	0.196129
0.910000	0.170299
0.900000	0.147447
0.890000	0.127355
0.880000	0.109803
0.870000	0.094530
0.860000	0.081303
0.850000	0.069877
0.840000	0.060029
0.830000	0.051562
0.820000	0.044290
0.810000	0.038054
0.800000	0.032710
0.790000	0.028129
0.780000	0.024212
0.770000	0.020836
0.760000	0.017947
0.750000	0.015485
0.740000	0.013356
0.730000	0.011531
0.720000	0.009977
0.710000	0.008640
0.700000	0.007473
0.690000	0.006496
0.680000	0.005627
0.670000	0.004884
0.660000	0.004227
0.650000	0.003703
0.640000	0.003198
0.630000	0.002808
0.620000	0.002443
0.610000	0.002133
